Path,True Label,Predicted Label,Prediction Probability,Deviation,Error Type
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/8BD11D3DFB2024CEFBA1D6E4A73F3D751392E6619A2619F5ECB3FB3BE17DA54B.dgl,5,4,0.23854964971542358,0.2614503502845764,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/1142F7DA6BC12FEF209B10BF4BCCF6F83BC1B1FC12B580C0B614DC3BF4DB45A9.dgl,4,6,0.8985364437103271,0.39853644371032715,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/4272AD20AD4F2C6237BA6431BBA8ADE01F268307092E67D3014DFA1E8683A799.dgl,0,4,1.0,0.5,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/C3C16DB0D293F47E6F5CA7E626ADD44ECB57B2457C638A27787D340B27078E41.dgl,4,7,0.5656781792640686,0.0656781792640686,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/7035167D7989F0BC5A35EBCC87E7AC3B68010E374C72052BEE0E922AD333FC03.dgl,4,6,0.4668337106704712,0.03316628932952881,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/B027AA0E8BC139334FC2CCD63040F9C44C8A73896654E270258066A2AB319AF4.dgl,6,3,0.9999457597732544,0.4999457597732544,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/37AA929248DE36D50FA179C77F85BF50633D9B74E1272CD0EF378E51F9582FF0.dgl,2,3,0.4810309410095215,0.018969058990478516,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/778ED5D3CCCF0728493EB4998828E33EE5EC7AEFE6F32FC7C6953340DC3F0042.dgl,7,1,0.3128725588321686,0.18712744116783142,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/8F1161A90DB159BCBE6D5BEB45E7898339EA78D271A1E74595011D932D6C4635.dgl,6,1,0.6764532327651978,0.17645323276519775,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/241A193C5D6F71CD7F260B28BC50CB4DCF0BF8B5FB24142DD6AF3920D07D5195.dgl,0,4,0.5978067517280579,0.09780675172805786,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/CFF1D418741C9A33052A17E3E39B949E975C78F66B116EE395BAA3E3BC25882D.dgl,0,7,0.8112003803253174,0.3112003803253174,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/E9D7EDFFC37F1E90C87567FF0EDF7DA536964346FD692D36443EAD44C57F0B41.dgl,4,7,0.21353858709335327,0.28646141290664673,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/873111B0B81296350FD11E8372E81604CD4053CE62D2D152664782509D59BD6C.dgl,0,3,0.6331629157066345,0.13316291570663452,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/15632D6281143A25E5A8C25301578AA1B51AED15B40D2E147494C959C93F30BE.dgl,2,3,0.9685635566711426,0.4685635566711426,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/37CE345258693969143BD67FE667DCEE075DF6F162312148BF370A26106C312C.dgl,7,0,0.7553010582923889,0.2553010582923889,FN
/storage/xiaowei_data/DWFS-Obfuscation/adpush/B57A4B5DBD64F5A0DF9AB01B554CAD5973C3FC7ADA601F4153A8EF9981718994.dgl,0,3,0.8833759427070618,0.38337594270706177,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/F2915A789630411DD25E494590CC7E8DA98199A0E7BBEB29EE9E437F0C9255DD.dgl,2,3,0.5091456174850464,0.009145617485046387,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/0BEB11C81430D083B97BDE22E1B6D9A7314C48CBC4E5C89C3832211499969B36.dgl,4,1,0.6893020868301392,0.18930208683013916,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/98E2FEF94E845A1ADB94489F3B961864BE459FBEBB8B51A14A185189DE99FDF7.dgl,7,4,0.4645225405693054,0.03547745943069458,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/E1F7A9E862CF4D5BB8978BD838CEB0B390E7B69AE61FF9AB9043774FF5D638CC.dgl,0,5,0.9891290068626404,0.4891290068626404,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/336CF5BD75370F921DC3D6F4D436E725D22A2B01D6A6728A4FEF5A535D106744.dgl,4,6,0.835886538028717,0.33588653802871704,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/35B813AC6618BD61457C0BE0CF496D3675A202D110551AB0EA3C9486998B4B16.dgl,7,4,0.7935996055603027,0.29359960556030273,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/4508FE5048B3D06732AA0C794359C7AE519EEB5ABFA09B0A8BDECEB8A1647777.dgl,2,3,0.7480442523956299,0.24804425239562988,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/2866C7E722AE8B9E2D6A6FF8237CAF2A525FDA90F7523164413C73C1E306CCC8.dgl,5,6,0.3599020838737488,0.14009791612625122,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/A4ABF81E03EB7A32541B72D84934FAB7A0545CB2D3699BF0B2CA3C2059ED9892.dgl,0,4,0.4284485876560211,0.07155141234397888,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/0D09A961C48E72A89B7A80CE40EC819B6491093A5075A2B338897C06885F26C6.dgl,4,0,0.48712098598480225,0.012879014015197754,FN
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/1E6D8141A03DF92FA94796434BC1CFD9CE65FFFF00A3DBAF63E4D629A1AF7F6B.dgl,2,6,0.38076144456863403,0.11923855543136597,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/1F6859FD94B8F3BA38C0662E0FEB6B0B071E45E14C2929215B56862BBFC3E98F.dgl,0,7,0.8349139094352722,0.3349139094352722,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/6BC1D7BE84999B9CE0F57781C0A5990BF71A69D426BED64A68197DB0D015F7C2.dgl,4,0,0.6457715034484863,0.14577150344848633,FN
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/DC4562A848C43751F653370689DD6513657A9EF999B0E6B43B4E6B6462C00910.dgl,4,0,0.6700379252433777,0.17003792524337769,FN
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/08335C3587AA64B6B73E84A007A7D5ADE2D9B3DD23F1DF5CCA806C48ADE7E687.dgl,4,3,0.3546625077724457,0.14533749222755432,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/AB4EDD6F284B30B2D73F72E46EDB3C1F20C2AC77088A643C59FD4EED7727E4A2.dgl,6,7,0.40455880761146545,0.09544119238853455,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/3C3E436E68F2440F9A5C3B8189E607A47FB9823617E9B851167CBCDD9FAB57F5.dgl,4,0,0.29235902428627014,0.20764097571372986,FN
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/FF2E9961BBF0F9EB6680328F8EA959F6F7E60D96A3AC449463284C15F3CE8000.dgl,2,3,0.2874424159526825,0.2125575840473175,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/6C5F27C65C427FE07D94EF676445FB040AA7B0F6AE06843CA132ED113FEA53AE.dgl,0,7,0.4894074499607086,0.010592550039291382,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/F8F910AF726862625D57616B152669B2A35D591C405934C35D6B94F608E33D7D.dgl,4,0,0.9997914433479309,0.4997914433479309,FN
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/4DCC3F596C4EECEEBE46619C094C2F8CA0DAA8BA7E1F61244FAD7612BBC2C2CE.dgl,6,1,0.5426392555236816,0.04263925552368164,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/D7591036380FC8057CE097373BA4E192FC789F46C86B41C196007D28D75B75DA.dgl,2,3,0.4351925551891327,0.06480744481086731,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/91CF3FE32302DAC1AFC57E3B3BE8E7BD2BD12B4BD36FF412C1E6CB440F316774.dgl,4,1,0.3442043960094452,0.1557956039905548,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/D9BE9C344F9C4E46196F05F31DE71C1625A091B08F606ABDC16F745826F67EA7.dgl,7,6,0.8070452213287354,0.30704522132873535,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/00BB1FAB28EB1C13C6BB42033A8C4DB8D77C9B0E325ED4A0F9FDC9F4F21E2843.dgl,6,1,0.5093302130699158,0.009330213069915771,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/646C16E7A4AEB197026ED7CFC8C82CA4DA5DD6A16F4CC668F7E6A02F3AACBC1D.dgl,2,3,0.7193428874015808,0.2193428874015808,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/55EF6D723D37CF812153604256C8F38C90D628F94D2A875FEEE9EEA2EBEF17B4.dgl,7,1,0.6280943155288696,0.12809431552886963,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/E2831D1361B0853E017767FBD41F16D311A664CA47B418492F26293A1F479D33.dgl,0,7,0.3415220379829407,0.15847796201705933,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/B1073F36C228ECA717A3304DEDEED442A200DEB0F8A79B41091C2A732A820265.dgl,4,0,0.719601571559906,0.219601571559906,FN
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/8D7A265999629E2B58D809F0AABF5B37168194B3421C84350CA932658F201F75.dgl,4,0,0.3839873969554901,0.11601260304450989,FN
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/1EDD77253F4E58E9C6FAFEEC545C1D4282C81A77051AC20964FC43F55E58417B.dgl,7,1,0.40497803688049316,0.09502196311950684,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/AD71B605618228FCDBF984A637245294A48F4DEE22083ECBB926293776A4E78C.dgl,5,6,0.757826030254364,0.257826030254364,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/EA66156682FB6FBCF2719B95A4372FDF0FF9E7A3ECB4BF58AFBC4255660CD231.dgl,4,7,0.3611454963684082,0.1388545036315918,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/7B8DCD04A03CD8E96295FACD8D651DB08B238836704AA9D97938ED31DCCDC133.dgl,0,4,0.42844849824905396,0.07155150175094604,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/064788887373F2C7F13E8FE461B897FC272E28DC7626A97488536A2FA8FAA918.dgl,5,0,0.18496930599212646,0.31503069400787354,FN
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/39A69073A54E43B819DEEC518C11AEE346F3D28A4176FC2D2222BBD5F9E80C31.dgl,2,3,0.5590068101882935,0.05900681018829346,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/96F56D28FB8E6B1C518EEF12119F80B075A84965C6CA984ACF7D7FD3D87CA9A1.dgl,0,1,0.9999934434890747,0.4999934434890747,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/6FCB74F95DF018F814FEB4E222F0301489BCE314BEE91CA8D482CBEAF4049877.dgl,6,1,0.2997152507305145,0.20028474926948547,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/C83697FCD8B47B58CB502DF53E7AD1BAA288E0539105E0BF67FDC583AE409513.dgl,2,3,0.5278146862983704,0.02781468629837036,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/DD12F526862CBAAB21ACE98D8F1F95803ABDFEAEC10B81989801370E8260AB9D.dgl,4,3,0.818820595741272,0.318820595741272,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/B0313F8B319F274A95E1F2D284A9AE4E6ACB831F8A926D1F2CCE98092E1C63A6.dgl,0,3,0.5050485134124756,0.005048513412475586,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/07E5D9CFD285A2B3D56308DA11F24FE07FE5B3B0FDF8EE23EEB30E2F7B5613B2.dgl,7,4,1.0,0.5,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/341F9353A76D15985B9A167F546DD19E955483B3878F67D2D65280EE12A92D35.dgl,5,6,0.37569674849510193,0.12430325150489807,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/E73AADBF7B385A82AA0C6A7BF32DAB9662F54ED0ED7E4CACFDB1D908080A4599.dgl,0,7,0.5487338304519653,0.04873383045196533,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/9BCCB7F6E2158B4D08994B7505BBFF97252281F9CDDE548BC8BFB7A62F536E6E.dgl,6,0,0.5659241676330566,0.06592416763305664,FN
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/FF812E86DA6AF2638B8E4BDF03EA77645360BA68B7D6BEB773283E64B298CDB2.dgl,2,4,0.44332388043403625,0.056676119565963745,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/F8EA351AA8A1B443E7091885700114052830E39876743AE19CC583F4D9FE253E.dgl,2,4,0.302193820476532,0.19780617952346802,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/8EDF0676EDA0CC556F607622A6CC9784DD02A3B776F53423302ADFD59224A092.dgl,3,7,0.4029344320297241,0.09706556797027588,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/B8A87AADFDC3AAC9430DCD2C083F3EB5162B3184426D3D0A91DDAD25C3E0FD61.dgl,2,3,0.7267513871192932,0.2267513871192932,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/5529F356115B9DC8757EDEE253F0096D95E49C134C6034FDF2EB8EFC01344D4A.dgl,0,6,0.6921960115432739,0.19219601154327393,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/4662070D1B6CF31E10D0BBAC3C67B0DB223579EDDFE86C87BB2DE7998257A2FD.dgl,7,1,0.5194840431213379,0.01948404312133789,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/A672B9A5E6A4FD970C4B87331FF8A27AC66F8755C4602008C08B9DF9CAA9B333.dgl,2,3,0.8168542385101318,0.31685423851013184,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/E2C0D220214752A9EDDA11546480CB1AE500D37550F6D4C69F13F99BBAF2E5E8.dgl,2,3,0.2634086012840271,0.2365913987159729,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/2C7C1FF5E88863BA2730AD86D673564565EE9AFB93C55AF797AD6C611FA5C5B6.dgl,0,1,0.816890299320221,0.31689029932022095,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/4AB80C2117EDDA35DB6027BCFA0C137021BCE0FA145209E9935E501F8BE048F2.dgl,2,6,0.3568798005580902,0.1431201994419098,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/7860479DA2BD8942B71D16435556310E338F1849F7B954E93601E90371A130B1.dgl,5,6,0.41522976756095886,0.08477023243904114,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/A5EF35168833540C012BA2A0E8F7DBDD13931C70FAD9E4B4D886B610FEEE4EA5.dgl,2,3,0.3526042103767395,0.1473957896232605,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/EF989CEE7FC9B024751AC291CF76F10A42E274FF09B070407A99CB61F0A16CBF.dgl,5,4,0.35950547456741333,0.14049452543258667,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/1B218C4671A968A6F88433766C668C5BADB56942C1FA5EBCA18ADEA017F745A5.dgl,5,3,0.3902755677700043,0.10972443222999573,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/E74F565277AAD6D770673192F8FB26918232BDC94CF48BBF90614CCFF98685EE.dgl,6,4,0.42674776911735535,0.07325223088264465,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/7B178575DD5FFA25EB3AE418DC36131EA8A488D3280D6ACD54D40E182AF40C1F.dgl,6,4,0.34522515535354614,0.15477484464645386,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/075B5F24ECA0C8CE16554D92305A08C3A829D81C7CCEF0C4811A0E946D12C41A.dgl,5,6,0.500105619430542,0.00010561943054199219,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/FB9B78F9F0FB37D7C2803A44AF874334AE4309635E9D6BFC7C98C7F689A64199.dgl,2,3,0.3425852954387665,0.15741470456123352,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/FCFA9E250D84EF6B66586E2750A33EC9C33F2C3CE3C5F50E6372D5682302245E.dgl,5,6,0.27447548508644104,0.22552451491355896,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/F3F863734657C54F9F59E4105AB6A0ED7C7668B4EE515F2B28FE2AD53908F2D5.dgl,4,1,0.5638276934623718,0.06382769346237183,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/15E30B438DD6D6FFA219E780E422500C686F14FF0089F927F10375EE4D880B85.dgl,4,0,0.6517475247383118,0.15174752473831177,FN
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/AC3350002C0D59730937F58A17CC991E08AE5011E3DDD755255884ACEF75C763.dgl,7,6,0.2826591432094574,0.2173408567905426,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/7BD93B1DEFFF447ED7D45CE9AC579C39D21DFBADE21BAD1ECDD4D10AC80AE4BE.dgl,0,7,0.8553754687309265,0.3553754687309265,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/98496C5A97AD763A571193F3DD58CACCAFB4FA29A2B715B31584DB9AEA2C75A3.dgl,2,3,0.695570707321167,0.195570707321167,FP
