Path,True Label,Predicted Label,Prediction Probability,Deviation,Error Type
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/1BF0A3783D30D5AF1E1ED9C2FD2AFB4B9240A3919795D61CEB622CFAA4F42074.dgl,6,2,0.21471060812473297,0.28528939187526703,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/C87F247F4C459D8500C7466B38A2C5C844E532036B15742FE8C39FE02A6E4EC1.dgl,0,4,0.7368739247322083,0.23687392473220825,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/402A9197C32D4A09486ADCC6A520A0D21CA2BFF8DC23C5D8EE2ED912F61081B4.dgl,4,1,0.3094734251499176,0.1905265748500824,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/0DE708B51454900F6F516FEE1704F34EE47E9411C627C1CFE7C504E6AC9B9797.dgl,7,0,0.8451541662216187,0.34515416622161865,FN
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/5832DBAFEA9A8B0BD58B2ADFC11A43E7C906A4F4B9028E0D723FA6B0D064954E.dgl,4,3,0.328229695558548,0.17177030444145203,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/ADB052D89AB98BBDA3E0E05645589BEB785100B4ED4B0B8EFDB38999418090AE.dgl,2,6,0.33845651149749756,0.16154348850250244,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/85B2E6DF4643B9DF90F7C6545D71B74040C5412C7F5088268A70119171CA6830.dgl,4,3,0.3754396140575409,0.1245603859424591,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/EBE5E264A4DB3145B1CE4B77412015411D441DC10EBAF79864C6085699EA2E02.dgl,0,4,0.4995206296443939,0.0004793703556060791,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/88F9C38D2FD748DF2CBF426C5AD5FCD8CBE9828283D15A624784E9AA6BB67CE1.dgl,0,3,0.5342087745666504,0.03420877456665039,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/0BC9A9D769EC97490B35EB3B1AD3E3D6F23CBBDC780B94C691AC13B59D4972E7.dgl,5,4,0.5031102299690247,0.003110229969024658,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/8495065F79366884AE9DF6C85BF53309992868A09E33078441CC206B2DFCFB70.dgl,4,0,0.9992759823799133,0.49927598237991333,FN
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/7A47BFBFAE334ECF6835B51C696D8985D2580535416EF8BD653338E0300B2B8A.dgl,2,3,0.2586507201194763,0.24134927988052368,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/8892C54551E0DA62BF35D3539F2A1D760B69BADDC6C135B683021BE5A27D315B.dgl,2,3,0.20845873653888702,0.291541263461113,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/CAE2AD8F8733D751F34D566790A34ECC707544639CEDECDC161E624399EB6E1D.dgl,2,3,0.261848121881485,0.23815187811851501,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/DB68B3F52EA985794F2879DE34E5942E31491BAD7D3C285EA27CA262FADCC9D1.dgl,2,6,0.48717615008354187,0.01282384991645813,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/B46EA505D745630C9F43237786915B92288C8EED34A08DFDBEE69FEE685DD564.dgl,4,3,0.4060291349887848,0.09397086501121521,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/CF733A91A438341BF0C4282A6A9FCAD4E6BA598EC01039B51DCD4F9E581C0ED8.dgl,5,3,0.25637298822402954,0.24362701177597046,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/42B82176B01D863864E5F8B0D8C26CF3BAFC56D8574CD228857E5DC4FB8BED80.dgl,2,3,0.4574187397956848,0.042581260204315186,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/A1C7D0C75E3EC2F631C5B7978540AF68FB5DC806291BB2E30D07687A6124316C.dgl,7,4,0.3908851742744446,0.10911482572555542,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/47C4FA9D6BF40108A45646F3CE4240B0C32EBA6C2C38FA88BEA54186294361EB.dgl,2,3,0.20647291839122772,0.2935270816087723,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/54614C178E0D2AFB0254D318F1CC694C781D4B710E17D8122D2C29B89EAAA624.dgl,2,3,0.42033079266548157,0.07966920733451843,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/C7279876A845D6B4989800BE7BEE8394D4772038AAECD8232AC6D23F891A378C.dgl,6,0,0.37799525260925293,0.12200474739074707,FN
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/9D6C1FEA8738D6219855468A639648F511D1E31A58E6280842751C581C1BC0E4.dgl,2,3,0.3122345507144928,0.1877654492855072,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/53596153B0989F2BADE65AF452E01EE589BE04609C1D8A9BE3BC0EB3EE6C7EC5.dgl,5,4,0.4118007719516754,0.08819922804832458,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/3B10272EC6B4E704603BA10A7BF226CB23DBC0A73072CF5BE0D63AD117843BDF.dgl,6,5,0.19872033596038818,0.3012796640396118,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/030AE0F83C26E5DA10A628CB4CC4B2415F264EF559EF0D1C51BE13B63561B522.dgl,6,3,0.6397000551223755,0.1397000551223755,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/D3468E2044B9B3FB209E174D2CE89D5B75043ABFB7252BCA6F45628280AF5631.dgl,2,6,0.2632302939891815,0.23676970601081848,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/2B19EE62DC82D05D81655D93DBF4E43E97F46BF41AD294EB7D232E7FDF9F8018.dgl,4,3,0.3047982454299927,0.19520175457000732,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/6C5F27C65C427FE07D94EF676445FB040AA7B0F6AE06843CA132ED113FEA53AE.dgl,0,7,0.4854510724544525,0.014548927545547485,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/A802E85F6DFA8A9A0BEB1B63D55DEEA54C88ADC5D232C3E87C5BF9E4927FFD82.dgl,7,3,0.6023635864257812,0.10236358642578125,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/77197B91DCF30517A815CA729C9B8AA73F170F4050B48E86EBE1F3D44D11F5F8.dgl,0,4,0.2887738347053528,0.21122616529464722,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/F1916FD67200E7A4367A9704E349F1657A4DE6A338D180C11EBF5A8120968A86.dgl,4,0,0.4563998281955719,0.0436001718044281,FN
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/572BB4519EAD28B86BA122A128986522F17EEC80BAFF1771F57752CA6DA9B7AE.dgl,7,0,0.34337306022644043,0.15662693977355957,FN
/storage/xiaowei_data/DWFS-Obfuscation/adpush/32A7171779F56D7B2ADCB4E8A38F4264AD39C12792D84AFA875BED39ECF1DCFD.dgl,0,4,0.597855269908905,0.09785526990890503,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/8994064834E50A493E0529B26F42E37CC5A1FEF1BAAF9FD6C3EAAB3B6C6F85B2.dgl,0,3,0.8495218753814697,0.3495218753814697,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/25CAF589C944D976D859E183E9592586BC4A5AB96492C2252ADE0D6BBEA43E0F.dgl,2,3,0.4071694314479828,0.09283056855201721,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/A37FA2A6CBB7A7E118F03491139E7EB48E57DC8DDD38BEB48B2ACFEB79D07A2C.dgl,2,6,0.1916021704673767,0.3083978295326233,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/63E9537F22F3D183592EF1E7795F97D3C27B5E7D33CD5D8A47A4A2C78B796CFD.dgl,4,3,0.3455503582954407,0.15444964170455933,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/9CC31A551790C98A308B3A10AABC9B07359BD22143DCF82169C55E5B20D9CC7B.dgl,2,6,0.3121506869792938,0.18784931302070618,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/665FC8BB14963210F5D20EA46C53046DE627318FF0EE485FEA36E03468F31464.dgl,2,6,0.2944270968437195,0.20557290315628052,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/4F6D7757852BC60986551BB948562675209D3C1DC442B8B9E31C26DC3E91F71E.dgl,0,4,0.34043094515800476,0.15956905484199524,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/809163E124BE9E4684AB668DB34BB770C9F5EC7E9EB098FE22C554CFED2EE4C5.dgl,4,6,0.22754091024398804,0.27245908975601196,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/49D9FC5869F67489ADEB6783F40B0C6318792F1992BA0E9F38167CB2BC94B747.dgl,0,4,0.35030922293663025,0.14969077706336975,FP
